rank,word,indicativeness
1,great,0.0026417558481868233
2,best,0.001550738273285492
3,amazing,0.0013485815806429972
4,friendly,0.0010921745875905834
5,delicious,0.000775129052908676
6,awesome,0.0007029439327865117
7,happy,0.0005132540393693578
8,excellent,0.00045531918891324495
9,helpful,0.00041985068699324326
10,wonderful,0.0004145877130514886
11,professional,0.00039400609761385317
12,perfect,0.0003842174464147654
13,fresh,0.0003777591022264277
14,favorite,0.00037463441498266113
15,super,0.00036325913058893875
16,fantastic,0.0003622470636047628
17,new,0.00028568057373849206
18,clean,0.0002627198285305043
19,comfortable,0.00024426445847743365
20,beautiful,0.0002435539963700902
21,knowledgeable,0.00024021102328514117
22,free,0.00017108677995225887
23,incredible,0.00016376629875466427
24,glad,0.00015929608380474696
25,outstanding,0.00015292834966329982
26,able,0.000137027068531386
27,easy,0.0001268775597288933
28,quick,0.000124545680946871
29,nice,0.00012210362110294626
30,many,0.00011057486929900328
31,sweet,9.857754530224776e-05
32,local,9.729922649057424e-05
33,cool,9.246154132966265e-05
34,grateful,9.10092382277592e-05
35,gentle,9.065983576651017e-05
36,notch,8.907541021661469e-05
37,accommodating,8.864198462833612e-05
38,thorough,8.803292924156988e-05
39,top,8.49577965476955e-05
40,attentive,8.315896097477502e-05
41,yummy,8.312231844644931e-05
42,reasonable,8.274531067240787e-05
43,courteous,8.248242767789299e-05
44,dental,8.087840193449494e-05
45,fabulous,8.039952647996478e-05
46,first,7.990048843665742e-05
47,efficient,7.751007440740474e-05
48,lovely,7.448331170882786e-05
49,honest,7.301637627084165e-05
50,nervous,7.031867490966937e-05
51,exceptional,6.909665035576957e-05
52,phenomenal,6.585184757798188e-05
53,fast,6.521112024063946e-05
54,compassionate,6.447866729665179e-05
55,right,6.094636692861022e-05
56,happier,5.9160102764955185e-05
57,entire,5.7257061129092745e-05
58,unique,5.5433348040951395e-05
59,peaceful,5.374970808604023e-05
60,warm,5.2645130502349285e-05
61,painless,4.957903019983738e-05
62,thankful,4.922915385601827e-05
63,terrific,4.9144148948859305e-05
64,favourite,4.819541741247186e-05
65,healthy,4.774309581125478e-05
66,huge,4.739452974329336e-05
67,such,4.6784606576745e-05
68,knowledgable,4.579671016266758e-05
69,calm,4.574880548519836e-05
70,nicest,4.574880548519836e-05
71,hidden,4.482134972147807e-05
72,mexican,4.475271298034633e-05
73,smooth,4.413270269289272e-05
74,fair,4.343955477312929e-05
75,modern,4.341359723605457e-05
76,personable,4.171318763853937e-05
77,informative,3.992003324769653e-05
78,absolute,3.907481335220648e-05
79,flavorful,3.644641469680764e-05
80,regular,3.626024311831046e-05
